test_id,PM2.5,PM10,O3
dongsihuan_aq#11,66,134,93
dongsihuan_aq#12,59,140,69
dongsihuan_aq#13,59,147,55
dongsihuan_aq#14,55,161,50
dongsihuan_aq#15,54,173,42
dongsihuan_aq#16,49,168,28
dongsihuan_aq#17,54,172,21
dongsihuan_aq#18,63,153,21
dongsihuan_aq#19,67,145,17
dongsihuan_aq#20,71,145,18
dongsihuan_aq#21,66,135,17
dongsihuan_aq#22,66,156,17
dongsihuan_aq#23,72,152,19
CD1#0,0,0,0
CD1#1,0,0,0
CD1#2,0,0,0
CD1#3,0,0,0
CD1#4,0,0,0
CD1#5,0,0,0
CD1#6,0,0,0
CD1#7,0,0,0
CD1#8,0,0,0
CD1#9,0,0,0
CD1#10,0,0,0
CD1#11,0,0,0
CD1#12,0,0,0
CD1#13,0,0,0
CD1#14,0,0,0
CD1#15,0,0,0
CD1#16,0,0,0
CD1#17,0,0,0
CD1#18,0,0,0
CD1#19,0,0,0
CD1#20,0,0,0
CD1#21,0,0,0
CD1#22,0,0,0
CD1#23,0,0,0
BL0#0,0,0,0
BL0#1,0,0,0
BL0#2,0,0,0
BL0#3,0,0,0
BL0#4,0,0,0
BL0#5,0,0,0
BL0#6,0,0,0
BL0#7,0,0,0
BL0#8,0,0,0
BL0#9,0,0,0
BL0#10,0,0,0
BL0#11,0,0,0
BL0#12,0,0,0
BL0#13,0,0,0
BL0#14,0,0,0
BL0#15,0,0,0
BL0#16,0,0,0
BL0#17,0,0,0
BL0#18,0,0,0
BL0#19,0,0,0
BL0#20,0,0,0
BL0#21,0,0,0
BL0#22,0,0,0
BL0#23,0,0,0
GR4#0,0,0,0
GR4#1,0,0,0
GR4#2,0,0,0
GR4#3,0,0,0
GR4#4,0,0,0
GR4#5,0,0,0
GR4#6,0,0,0
GR4#7,0,0,0
GR4#8,0,0,0
GR4#9,0,0,0
GR4#10,0,0,0
GR4#11,0,0,0
GR4#12,0,0,0
GR4#13,0,0,0
GR4#14,0,0,0
GR4#15,0,0,0
GR4#16,0,0,0
GR4#17,0,0,0
GR4#18,0,0,0
GR4#19,0,0,0
GR4#20,0,0,0
GR4#21,0,0,0
GR4#22,0,0,0
GR4#23,0,0,0
MY7#0,0,0,0
MY7#1,0,0,0
MY7#2,0,0,0
MY7#3,0,0,0
MY7#4,0,0,0
MY7#5,0,0,0
MY7#6,0,0,0
MY7#7,0,0,0
MY7#8,0,0,0
MY7#9,0,0,0
MY7#10,0,0,0
MY7#11,0,0,0
MY7#12,0,0,0
MY7#13,0,0,0
MY7#14,0,0,0
MY7#15,0,0,0
MY7#16,0,0,0
MY7#17,0,0,0
MY7#18,0,0,0
MY7#19,0,0,0
MY7#20,0,0,0
MY7#21,0,0,0
MY7#22,0,0,0
MY7#23,0,0,0
HV1#0,0,0,0
HV1#1,0,0,0
HV1#2,0,0,0
HV1#3,0,0,0
HV1#4,0,0,0
HV1#5,0,0,0
HV1#6,0,0,0
HV1#7,0,0,0
HV1#8,0,0,0
HV1#9,0,0,0
HV1#10,0,0,0
HV1#11,0,0,0
HV1#12,0,0,0
HV1#13,0,0,0
HV1#14,0,0,0
HV1#15,0,0,0
HV1#16,0,0,0
HV1#17,0,0,0
HV1#18,0,0,0
HV1#19,0,0,0
HV1#20,0,0,0
HV1#21,0,0,0
HV1#22,0,0,0
HV1#23,0,0,0
GN3#0,0,0,0
GN3#1,0,0,0
GN3#2,0,0,0
GN3#3,0,0,0
GN3#4,0,0,0
GN3#5,0,0,0
GN3#6,0,0,0
GN3#7,0,0,0
GN3#8,0,0,0
GN3#9,0,0,0
GN3#10,0,0,0
GN3#11,0,0,0
GN3#12,0,0,0
GN3#13,0,0,0
GN3#14,0,0,0
GN3#15,0,0,0
GN3#16,0,0,0
GN3#17,0,0,0
GN3#18,0,0,0
GN3#19,0,0,0
GN3#20,0,0,0
GN3#21,0,0,0
GN3#22,0,0,0
GN3#23,0,0,0
GR9#0,0,0,0
GR9#1,0,0,0
GR9#2,0,0,0
GR9#3,0,0,0
GR9#4,0,0,0
GR9#5,0,0,0
GR9#6,0,0,0
GR9#7,0,0,0
GR9#8,0,0,0
GR9#9,0,0,0
GR9#10,0,0,0
GR9#11,0,0,0
GR9#12,0,0,0
GR9#13,0,0,0
GR9#14,0,0,0
GR9#15,0,0,0
GR9#16,0,0,0
GR9#17,0,0,0
GR9#18,0,0,0
GR9#19,0,0,0
GR9#20,0,0,0
GR9#21,0,0,0
GR9#22,0,0,0
GR9#23,0,0,0
LW2#0,0,0,0
LW2#1,0,0,0
LW2#2,0,0,0
LW2#3,0,0,0
LW2#4,0,0,0
LW2#5,0,0,0
LW2#6,0,0,0
LW2#7,0,0,0
LW2#8,0,0,0
LW2#9,0,0,0
LW2#10,0,0,0
LW2#11,0,0,0
LW2#12,0,0,0
LW2#13,0,0,0
LW2#14,0,0,0
LW2#15,0,0,0
LW2#16,0,0,0
LW2#17,0,0,0
LW2#18,0,0,0
LW2#19,0,0,0
LW2#20,0,0,0
LW2#21,0,0,0
LW2#22,0,0,0
LW2#23,0,0,0
GN0#0,0,0,0
GN0#1,0,0,0
GN0#2,0,0,0
GN0#3,0,0,0
GN0#4,0,0,0
GN0#5,0,0,0
GN0#6,0,0,0
GN0#7,0,0,0
GN0#8,0,0,0
GN0#9,0,0,0
GN0#10,0,0,0
GN0#11,0,0,0
GN0#12,0,0,0
GN0#13,0,0,0
GN0#14,0,0,0
GN0#15,0,0,0
GN0#16,0,0,0
GN0#17,0,0,0
GN0#18,0,0,0
GN0#19,0,0,0
GN0#20,0,0,0
GN0#21,0,0,0
GN0#22,0,0,0
GN0#23,0,0,0
KF1#0,0,0,0
KF1#1,0,0,0
KF1#2,0,0,0
KF1#3,0,0,0
KF1#4,0,0,0
KF1#5,0,0,0
KF1#6,0,0,0
KF1#7,0,0,0
KF1#8,0,0,0
KF1#9,0,0,0
KF1#10,0,0,0
KF1#11,0,0,0
KF1#12,0,0,0
KF1#13,0,0,0
KF1#14,0,0,0
KF1#15,0,0,0
KF1#16,0,0,0
KF1#17,0,0,0
KF1#18,0,0,0
KF1#19,0,0,0
KF1#20,0,0,0
KF1#21,0,0,0
KF1#22,0,0,0
KF1#23,0,0,0
CD9#0,0,0,0
CD9#1,0,0,0
CD9#2,0,0,0
CD9#3,0,0,0
CD9#4,0,0,0
CD9#5,0,0,0
CD9#6,0,0,0
CD9#7,0,0,0
CD9#8,0,0,0
CD9#9,0,0,0
CD9#10,0,0,0
CD9#11,0,0,0
CD9#12,0,0,0
CD9#13,0,0,0
CD9#14,0,0,0
CD9#15,0,0,0
CD9#16,0,0,0
CD9#17,0,0,0
CD9#18,0,0,0
CD9#19,0,0,0
CD9#20,0,0,0
CD9#21,0,0,0
CD9#22,0,0,0
CD9#23,0,0,0
ST5#0,0,0,0
ST5#1,0,0,0
ST5#2,0,0,0
ST5#3,0,0,0
ST5#4,0,0,0
ST5#5,0,0,0
ST5#6,0,0,0
ST5#7,0,0,0
ST5#8,0,0,0
ST5#9,0,0,0
ST5#10,0,0,0
ST5#11,0,0,0
ST5#12,0,0,0
ST5#13,0,0,0
ST5#14,0,0,0
ST5#15,0,0,0
ST5#16,0,0,0
ST5#17,0,0,0
ST5#18,0,0,0
ST5#19,0,0,0
ST5#20,0,0,0
ST5#21,0,0,0
ST5#22,0,0,0
ST5#23,0,0,0
TH4#0,0,0,0
TH4#1,0,0,0
TH4#2,0,0,0
TH4#3,0,0,0
TH4#4,0,0,0
TH4#5,0,0,0
TH4#6,0,0,0
TH4#7,0,0,0
TH4#8,0,0,0
TH4#9,0,0,0
TH4#10,0,0,0
TH4#11,0,0,0
TH4#12,0,0,0
TH4#13,0,0,0
TH4#14,0,0,0
TH4#15,0,0,0
TH4#16,0,0,0
TH4#17,0,0,0
TH4#18,0,0,0
TH4#19,0,0,0
TH4#20,0,0,0
TH4#21,0,0,0
TH4#22,0,0,0
TH4#23,0,0,0
